Date,Away Team,Home Team,Away Final,Home Final,Away Record After,Home Record After,Away Rank Prior,Home Rank Prior
"Week 11, 2016",miami (fla.),virginia,20.0,-20.0,(6-4),(2-8),Unranked,Unranked
"Week 11, 2016",rice,charlotte,1.0,-1.0,(2-8),(4-6),Unranked,Unranked
"Week 11, 2016",new mexico state,arkansas state,-19.0,19.0,(2-7),(5-4),Unranked,Unranked
"Week 11, 2016",fcs_team,brigham young,-30.0,30.0,(5-5),(6-4),Unranked,Unranked
"Week 11, 2016",texas tech,oklahoma state,-1.0,1.0,(4-6),(8-2),Unranked,13
"Week 11, 2016",army,notre dame,-38.0,38.0,(5-5),(4-6),Unranked,Unranked
"Week 11, 2016",north texas,western kentucky,-38.0,38.0,(4-6),(8-3),Unranked,Unranked
"Week 11, 2016",southern miss,old dominion,-16.0,16.0,(5-5),(7-3),Unranked,Unranked
"Week 11, 2016",fcs_team,troy,-4.0,4.0,(7-3),(8-1),Unranked,Unranked
"Week 11, 2016",wyoming,unlv,0.0,0.0,(7-3),(4-6),Unranked,Unranked
"Week 11, 2016",illinois,wisconsin,-45.0,45.0,(3-7),(8-2),Unranked,7
"Week 11, 2016",vanderbilt,missouri,-9.0,9.0,(4-6),(3-7),Unranked,Unranked
"Week 11, 2016",auburn,georgia,-6.0,6.0,(7-3),(6-4),9,Unranked
"Week 11, 2016",utsa,louisiana tech,-28.0,28.0,(5-5),(8-3),Unranked,Unranked
"Week 11, 2016",ohio state,maryland,59.0,-59.0,(9-1),(5-5),5,Unranked
"Week 11, 2016",pittsburgh,clemson,1.0,-1.0,(6-4),(9-1),Unranked,2
"Week 11, 2016",tulane,houston,-12.0,12.0,(3-7),(8-2),Unranked,Unranked
"Week 11, 2016",georgia tech,virginia tech,10.0,-10.0,(6-4),(7-3),Unranked,14
"Week 11, 2016",idaho,texas state,33.0,-33.0,(6-4),(2-7),Unranked,Unranked
"Week 11, 2016",stanford,oregon,25.0,-25.0,(7-3),(3-7),Unranked,Unranked
"Week 11, 2016",utep,fau,-4.0,4.0,(3-7),(3-7),Unranked,Unranked
"Week 11, 2016",south florida,memphis,7.0,-7.0,(8-2),(6-4),Unranked,Unranked
"Week 11, 2016",boise state,hawaii,36.0,-36.0,(9-1),(4-7),22,Unranked
"Week 11, 2016",lsu,arkansas,28.0,-28.0,(6-3),(6-4),24,25
"Week 11, 2016",middle tennessee state,marshall,-25.0,25.0,(6-4),(3-7),Unranked,Unranked
"Week 11, 2016",wake forest,louisville,-32.0,32.0,(6-4),(9-1),Unranked,6
"Week 11, 2016",usc,washington,13.0,-13.0,(7-3),(9-1),20,4
"Week 11, 2016",minnesota,nebraska,-7.0,7.0,(7-3),(1-2),Unranked,19
"Week 11, 2016",ole miss,texas a&m,1.0,-1.0,(5-5),(7-3),Unranked,8
"Week 11, 2016",michigan,iowa,-1.0,1.0,(9-1),(6-4),3,Unranked
"Week 11, 2016",oregon state,ucla,-14.0,14.0,(2-8),(4-6),Unranked,Unranked
"Week 11, 2016",colorado,arizona,25.0,-25.0,(8-2),(2-8),12,Unranked
"Week 11, 2016",new mexico,utah state,3.0,-3.0,(7-3),(3-7),Unranked,Unranked
"Week 11, 2016",colorado state,air force,-3.0,3.0,(5-5),(7-3),Unranked,Unranked
"Week 11, 2016",san diego state,nevada,30.0,-30.0,(9-1),(3-7),Unranked,Unranked
"Week 11, 2016",california,washington state,-35.0,35.0,(4-6),(8-2),Unranked,23
"Week 11, 2016",boston college,florida state,-38.0,38.0,(4-6),(7-3),Unranked,18
"Week 11, 2016",north carolina,duke,-1.0,1.0,(7-3),(4-6),17,Unranked
"Week 11, 2016",ul lafayette,georgia southern,7.0,-7.0,(4-5),(4-6),Unranked,Unranked
"Week 11, 2016",utah,arizona state,23.0,-23.0,(8-2),(5-5),15,Unranked
"Week 11, 2016",bowling green,akron,10.0,-10.0,(2-8),(5-6),Unranked,Unranked
"Week 11, 2016",toledo,fcs_team,7.0,-7.0,(8-2),(3-7),Unranked,Unranked
"Week 11, 2016",eastern michigan,ball state,7.0,-7.0,(6-4),(4-6),Unranked,Unranked
"Week 11, 2016",western michigan,fcs_team,16.0,-16.0,(10-0),(3-7),21,Unranked
"Week 12, 2016",utep,rice,-20.0,20.0,(3-8),(3-8),Unranked,Unranked
"Week 12, 2016",oklahoma state,tcu,25.0,-25.0,(9-2),(5-5),11,Unranked
"Week 12, 2016",utsa,texas a&m,-13.0,13.0,(5-6),(8-3),Unranked,25
"Week 12, 2016",fcs_team,army,-57.0,57.0,(2-8),(6-5),Unranked,Unranked
"Week 12, 2016",iowa,illinois,28.0,-28.0,(7-4),(3-8),Unranked,Unranked
"Week 12, 2016",maryland,nebraska,-21.0,21.0,(5-6),(0-2),Unranked,18
"Week 12, 2016",ul lafayette,georgia,-14.0,14.0,(4-6),(7-4),Unranked,Unranked
"Week 12, 2016",wisconsin,purdue,29.0,-29.0,(9-2),(3-8),7,Unranked
"Week 12, 2016",ohio state,michigan state,1.0,-1.0,(10-1),(3-8),2,Unranked
"Week 12, 2016",kansas state,baylor,21.0,-21.0,(6-4),(6-4),Unranked,Unranked
"Week 12, 2016",miami (fla.),nc state,14.0,-14.0,(7-4),(5-6),Unranked,Unranked
"Week 12, 2016",virginia,georgia tech,-14.0,14.0,(2-9),(7-4),Unranked,Unranked
"Week 12, 2016",florida,lsu,6.0,-6.0,(8-2),(6-4),23,16
"Week 12, 2016",connecticut,boston college,-30.0,30.0,(3-8),(5-6),Unranked,Unranked
"Week 12, 2016",georgia southern,georgia state,-6.0,6.0,(4-7),(3-8),Unranked,Unranked
"Week 12, 2016",middle tennessee state,charlotte,7.0,-7.0,(7-4),(4-7),Unranked,Unranked
"Week 12, 2016",oregon,utah,2.0,-2.0,(4-7),(8-3),Unranked,12
"Week 12, 2016",massachusetts,brigham young,-42.0,42.0,(2-9),(7-4),Unranked,Unranked
"Week 12, 2016",ul monroe,fcs_team,-25.0,25.0,(4-7),(8-3),Unranked,Unranked
"Week 12, 2016",duke,pittsburgh,-42.0,42.0,(4-7),(7-4),Unranked,Unranked
"Week 12, 2016",northwestern,minnesota,-17.0,17.0,(5-6),(8-3),Unranked,Unranked
"Week 12, 2016",texas,kansas,-3.0,3.0,(5-6),(1-9),Unranked,Unranked
"Week 12, 2016",washington state,colorado,-14.0,14.0,(8-3),(9-2),22,10
"Week 12, 2016",buffalo,western michigan,-38.0,38.0,(2-9),(11-0),Unranked,21
"Week 12, 2016",san diego state,wyoming,-1.0,1.0,(9-2),(8-3),Unranked,Unranked
"Week 12, 2016",temple,tulane,31.0,-31.0,(8-3),(3-8),Unranked,Unranked
"Week 12, 2016",indiana,michigan,-10.0,10.0,(5-6),(10-1),Unranked,3
"Week 12, 2016",texas tech,iowa state,-56.0,56.0,(4-7),(3-8),Unranked,Unranked
"Week 12, 2016",virginia tech,notre dame,3.0,-3.0,(8-3),(4-7),Unranked,Unranked
"Week 12, 2016",fcs_team,north carolina,-34.0,34.0,(10-1),(8-3),Unranked,Unranked
"Week 12, 2016",missouri,tennessee,-26.0,26.0,(3-8),(8-3),Unranked,19
"Week 12, 2016",florida state,syracuse,31.0,-31.0,(8-3),(4-7),17,Unranked
"Week 12, 2016",navy,east carolina,35.0,-35.0,(8-2),(3-8),Unranked,Unranked
"Week 12, 2016",fcs_team,south carolina,-13.0,13.0,(2-9),(6-5),Unranked,Unranked
"Week 12, 2016",utah state,nevada,-1.0,1.0,(3-8),(4-7),Unranked,Unranked
"Week 12, 2016",fcs_team,kentucky,-36.0,36.0,(0-11),(6-5),Unranked,Unranked
"Week 12, 2016",texas state,new mexico state,-40.0,40.0,(2-8),(3-7),Unranked,Unranked
"Week 12, 2016",stanford,california,14.0,-14.0,(8-3),(4-7),24,Unranked
"Week 12, 2016",southern miss,north texas,-6.0,6.0,(5-6),(5-6),Unranked,Unranked
"Week 12, 2016",old dominion,fau,18.0,-18.0,(8-3),(3-8),Unranked,Unranked
"Week 12, 2016",hawaii,fresno state,1.0,-1.0,(5-7),(1-10),Unranked,Unranked
"Week 12, 2016",south florida,smu,8.0,-8.0,(9-2),(5-6),Unranked,Unranked
"Week 12, 2016",fcs_team,south alabama,-24.0,24.0,(2-9),(5-5),Unranked,Unranked
"Week 12, 2016",clemson,wake forest,22.0,-22.0,(10-1),(6-5),4,Unranked
"Week 12, 2016",arkansas,fcs_team,16.0,-16.0,(7-4),(4-7),Unranked,Unranked
"Week 12, 2016",marshall,fiu,-17.0,17.0,(3-8),(4-7),Unranked,Unranked
"Week 12, 2016",fcs_team,alabama,-28.0,28.0,(8-3),(11-0),Unranked,1
"Week 12, 2016",arizona state,washington,-26.0,26.0,(5-6),(10-1),Unranked,6
"Week 12, 2016",fcs_team,auburn,-55.0,55.0,(4-7),(8-3),Unranked,15
"Week 12, 2016",oklahoma,west virginia,28.0,-28.0,(9-2),(8-2),9,14
"Week 12, 2016",ole miss,vanderbilt,-21.0,21.0,(5-6),(5-6),Unranked,Unranked
"Week 12, 2016",tulsa,ucf,15.0,-15.0,(8-3),(6-5),Unranked,Unranked
"Week 12, 2016",penn state,rutgers,39.0,-39.0,(9-2),(2-9),8,Unranked
"Week 12, 2016",new mexico,colorado state,-18.0,18.0,(7-4),(6-5),Unranked,Unranked
"Week 12, 2016",air force,san jose state,3.0,-3.0,(8-3),(3-8),Unranked,Unranked
"Week 12, 2016",arizona,oregon state,-25.0,25.0,(2-9),(3-8),Unranked,Unranked
"Week 12, 2016",usc,ucla,22.0,-22.0,(8-3),(4-7),13,Unranked
"Week 12, 2016",memphis,cincinnati,27.0,-27.0,(7-4),(4-7),Unranked,Unranked
"Week 12, 2016",unlv,boise state,-17.0,17.0,(4-7),(10-1),Unranked,20
"Week 12, 2016",louisville,houston,-26.0,26.0,(9-2),(9-2),5,Unranked
"Week 12, 2016",arkansas state,troy,32.0,-32.0,(6-4),(8-2),Unranked,Unranked
"Week 12, 2016",ball state,toledo,-18.0,18.0,(4-7),(9-2),Unranked,Unranked
"Week 12, 2016",fcs_team,eastern michigan,7.0,-7.0,(4-7),(6-5),Unranked,Unranked
"Week 12, 2016",ohio,central michigan,-7.0,7.0,(7-4),(6-5),Unranked,Unranked
"Week 12, 2016",kent state,bowling green,-35.0,35.0,(3-8),(3-8),Unranked,Unranked
"Week 13, 2016",virginia,virginia tech,-42.0,42.0,(2-10),(9-3),Unranked,Unranked
"Week 13, 2016",kansas,kansas state,-15.0,15.0,(2-10),(7-4),Unranked,Unranked
"Week 13, 2016",arkansas state,ul lafayette,-5.0,5.0,(6-5),(5-6),Unranked,Unranked
"Week 13, 2016",georgia tech,georgia,1.0,-1.0,(8-4),(7-5),Unranked,Unranked
"Week 13, 2016",ucf,south florida,-17.0,17.0,(6-6),(10-2),Unranked,Unranked
"Week 13, 2016",illinois,northwestern,-21.0,21.0,(3-9),(6-6),Unranked,Unranked
"Week 13, 2016",kentucky,louisville,3.0,-3.0,(7-5),(9-3),Unranked,11
"Week 13, 2016",michigan,ohio state,0.0,0.0,(10-1),(10-2),3,2
"Week 13, 2016",purdue,indiana,-2.0,2.0,(3-9),(6-6),Unranked,Unranked
"Week 13, 2016",rutgers,maryland,-18.0,18.0,(2-10),(6-6),Unranked,Unranked
"Week 13, 2016",syracuse,pittsburgh,-15.0,15.0,(4-8),(8-4),Unranked,Unranked
"Week 13, 2016",boston college,wake forest,3.0,-3.0,(6-6),(6-6),Unranked,Unranked
"Week 13, 2016",navy,smu,44.0,-44.0,(9-2),(5-7),25,Unranked
"Week 13, 2016",minnesota,wisconsin,-14.0,14.0,(8-4),(10-2),Unranked,6
"Week 13, 2016",notre dame,usc,-18.0,18.0,(4-8),(9-3),Unranked,12
"Week 13, 2016",fcs_team,ole miss,35.0,-35.0,(5-7),(5-7),Unranked,Unranked
"Week 13, 2016",south alabama,idaho,-7.0,7.0,(5-6),(7-4),Unranked,Unranked
"Week 13, 2016",san jose state,fresno state,2.0,-2.0,(4-8),(1-11),Unranked,Unranked
"Week 13, 2016",west virginia,iowa state,30.0,-30.0,(9-2),(3-9),18,Unranked
"Week 13, 2016",duke,miami (fla.),-19.0,19.0,(4-8),(8-4),Unranked,Unranked
"Week 13, 2016",fiu,old dominion,-14.0,14.0,(4-8),(9-3),Unranked,Unranked
"Week 13, 2016",michigan state,penn state,-33.0,33.0,(3-9),(10-2),Unranked,7
"Week 13, 2016",auburn,alabama,-18.0,18.0,(8-4),(12-0),13,1
"Week 13, 2016",troy,texas state,33.0,-33.0,(9-2),(2-9),Unranked,Unranked
"Week 13, 2016",fcs_team,new mexico state,30.0,-30.0,(9-3),(3-8),Unranked,Unranked
"Week 13, 2016",nevada,unlv,35.0,-35.0,(5-7),(4-8),Unranked,Unranked
"Week 13, 2016",north texas,utep,-28.0,28.0,(5-7),(4-8),Unranked,Unranked
"Week 13, 2016",tulane,connecticut,25.0,-25.0,(4-8),(3-9),Unranked,Unranked
"Week 13, 2016",oregon,oregon state,-10.0,10.0,(4-8),(4-8),Unranked,Unranked
"Week 13, 2016",fau,middle tennessee state,-21.0,21.0,(3-9),(8-4),Unranked,Unranked
"Week 13, 2016",ucla,california,-26.0,26.0,(4-8),(5-7),Unranked,Unranked
"Week 13, 2016",western kentucky,marshall,54.0,-54.0,(9-3),(3-9),Unranked,Unranked
"Week 13, 2016",charlotte,utsa,-19.0,19.0,(4-8),(6-6),Unranked,Unranked
"Week 13, 2016",utah,colorado,-5.0,5.0,(8-4),(10-2),22,9
"Week 13, 2016",tennessee,vanderbilt,-11.0,11.0,(8-4),(6-6),17,Unranked
"Week 13, 2016",east carolina,temple,-27.0,27.0,(3-9),(9-3),Unranked,Unranked
"Week 13, 2016",south carolina,clemson,-49.0,49.0,(6-6),(11-1),Unranked,4
"Week 13, 2016",rice,stanford,-24.0,24.0,(3-9),(9-3),Unranked,24
"Week 13, 2016",florida,florida state,-18.0,18.0,(8-3),(9-3),15,14
"Week 13, 2016",fcs_team,san diego state,32.0,-32.0,(7-5),(9-3),Unranked,Unranked
"Week 13, 2016",wyoming,new mexico,-21.0,21.0,(8-4),(8-4),Unranked,Unranked
"Week 13, 2016",utah state,brigham young,-18.0,18.0,(3-9),(8-4),Unranked,Unranked
"Week 13, 2016",massachusetts,hawaii,-6.0,6.0,(2-10),(6-7),Unranked,Unranked
"Week 13, 2016",nc state,north carolina,7.0,-7.0,(6-6),(8-4),Unranked,Unranked
"Week 13, 2016",fcs_team,fcs_team,10.0,-10.0,(5-7),(3-9),Unranked,Unranked
"Week 13, 2016",houston,memphis,-4.0,4.0,(9-3),(8-4),20,Unranked
"Week 13, 2016",arkansas,missouri,-4.0,4.0,(7-5),(4-8),Unranked,Unranked
"Week 13, 2016",buffalo,bowling green,-8.0,8.0,(2-10),(4-8),Unranked,Unranked
"Week 13, 2016",washington,washington state,28.0,-28.0,(11-1),(8-4),5,23
"Week 13, 2016",boise state,air force,-7.0,7.0,(10-2),(9-3),19,Unranked
"Week 13, 2016",tcu,texas,22.0,-22.0,(6-5),(5-7),Unranked,Unranked
"Week 13, 2016",nebraska,iowa,-30.0,30.0,(9-3),(8-4),16,Unranked
"Week 13, 2016",louisiana tech,southern miss,-15.0,15.0,(8-4),(6-6),Unranked,Unranked
"Week 13, 2016",toledo,western michigan,-20.0,20.0,(9-3),(12-0),Unranked,21
"Week 13, 2016",baylor,texas tech,-19.0,19.0,(6-5),(5-7),Unranked,Unranked
"Week 13, 2016",cincinnati,tulsa,-3.0,3.0,(4-8),(9-3),Unranked,Unranked
"Week 13, 2016",arizona state,arizona,-21.0,21.0,(5-7),(3-9),Unranked,Unranked
"Week 13, 2016",lsu,texas a&m,15.0,-15.0,(7-4),(8-4),Unranked,Unranked
"Week 13, 2016",akron,ohio,-6.0,6.0,(5-7),(8-4),Unranked,Unranked
"Week 13, 2016",ball state,miami (ohio),-1.0,1.0,(4-8),(6-6),Unranked,Unranked
"Week 13, 2016",central michigan,eastern michigan,-5.0,5.0,(6-6),(7-5),Unranked,Unranked
"Week 14, 2016",louisiana tech,western kentucky,-14.0,14.0,(8-5),(10-3),Unranked,Unranked
"Week 14, 2016",kansas state,tcu,24.0,-24.0,(8-4),(6-6),Unranked,Unranked
"Week 14, 2016",temple,navy,24.0,-24.0,(10-3),(9-3),Unranked,19
"Week 14, 2016",troy,georgia southern,-4.0,4.0,(9-3),(5-7),Unranked,Unranked
"Week 14, 2016",oklahoma state,oklahoma,-18.0,18.0,(9-3),(10-2),10,9
"Week 14, 2016",new mexico state,south alabama,-7.0,7.0,(3-9),(6-6),Unranked,Unranked
"Week 14, 2016",ul lafayette,ul monroe,27.0,-27.0,(6-6),(4-8),Unranked,Unranked
"Week 14, 2016",baylor,west virginia,-3.0,3.0,(6-6),(10-2),Unranked,16
"Week 14, 2016",alabama,florida,38.0,-38.0,(13-0),(8-4),1,15
"Week 14, 2016",georgia state,idaho,-25.0,25.0,(3-9),(8-4),Unranked,Unranked
"Week 14, 2016",arkansas state,texas state,22.0,-22.0,(7-5),(2-10),Unranked,Unranked
"Week 14, 2016",san diego state,wyoming,3.0,-3.0,(10-3),(8-5),Unranked,Unranked
"Week 14, 2016",wisconsin,penn state,-7.0,7.0,(10-3),(11-2),6,7
"Week 14, 2016",clemson,virginia tech,7.0,-7.0,(12-1),(9-4),3,23
"Week 14, 2016",western michigan,ohio,6.0,-6.0,(13-0),(8-5),17,Unranked
"Week 14, 2016",colorado,washington,-31.0,31.0,(10-3),(12-1),8,4
"Week 15, 2016",navy,army,-4.0,4.0,(9-4),(7-5),25,Unranked
